event_id,ticker,recipient_name,award_id,contract_number,award_date,announcement_time,announcement_source_type,announcement_source_url,announcement_title,announcement_text_excerpt,source_confidence,link_confidence,link_notes
government_contract_GD_N0002424C2313,GD,BATH IRON WORKS CORPORATION,N0002424C2313,N0002424C2313,2024-12-01,2024-11-27T16:59:55-05:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/3980744/contracts-for-nov-27-2024/,"Contracts For Nov. 27, 2024","Official DoD daily contract announcement excerpt: 51,755. Fiscal 2025 operation and maintenance (Navy) funds in the amount of $2,200,000 are being obligated at time of award and will expire at the end of the current fiscal year. This contract was competitively procured via Procurement Integrated Enterprise Environment Solicitation module website with two offers received. NAVFAC Pacific, Pearl Harbor, Hawaii, is the contracting activity (N62742-25-C-3570). General Dynamics, Bath Iron Works, Bath, Maine, is awarded an $82,305,918 cost-plus-award-fee modification to a previously awarded contract N00024-24-C-2313 to exercise options for DDG 51 Class lead yard support. Work will be performed i... Linked to USAspending event government_contract_GD_N0002424C2313 and undashed contract N0002424C2313; candidate recipient BATH IRON WORKS CORPORATION, ticker GD, current obligation snapshot $185.7M, program DDG 51 CLASS LEAD YARD SUPPORT.",0.88,0.84,Matched exact DoD contract identifier N00024-24-C-2313 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2024/11/dod-contracts_3980744.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_RTX_FA867225CB001,RTX,RAYTHEON COMPANY,FA867225CB001,FA867225CB001,2024-12-19,2025-01-31T17:00:20-05:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4049800/contracts-for-jan-31-2025/,"Contracts For Jan. 31, 2025","Official DoD daily contract announcement excerpt: ct, analyze, and visualize data. Work will be performed in Colorado Springs, Colorado, and is expected to be completed by Jan. 30, 2035. This contract was a sole source acquisition. Fiscal 2025 research, development, test and evaluation funds in the amount of $4,972 are being obligated at the time of award. The Space Systems Command, Peterson Space Force Base, Colorado, is the contracting activity (FA2553-25-D-B001). Raytheon, Tucson, Arizona, has been awarded a $84,166,532 fixed-price-incentive-fee modification (P00001) to previously awarded (FA8672-25-C-B001) to increase quantity of all up rounds with containers, guided test vehicles, an... Linked to USAspending event government_contract_RTX_FA867225CB001 and undashed contract FA867225CB001; candidate recipient RAYTHEON COMPANY, ticker RTX, current obligation snapshot $366.5M, program SMALL DIAMETER BOMB INCREMENT II PRODUCTION LOT 11.",0.88,0.84,Matched exact DoD contract identifier FA8672-25-C-B001 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2025/01/dod-contracts_4049800.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_NOC_N0001923C0001,NOC,NORTHROP GRUMMAN SYSTEMS CORPORATION,N0001923C0001,N0001923C0001,2023-09-28,2025-05-22T17:00:25-04:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4196159/contracts-for-may-22-2025/,"Contracts For May. 22, 2025","Official DoD daily contract announcement excerpt: and will conclude on Feb. 27, 2030. This base contract was a competitive small business set aside with proposals solicited via the Government Point of Entry website; five timely proposals were received. No other changes to the contract are being made at this time. Military Sealift Command, Norfolk, Virginia, is the contracting activity. Northrop Grumman Systems, Rolling Meadows, Illinois, is awarded a $69,155,936 modification (P00011) to a previously awarded, fixed-price incentive (firm-target), cost-plus-fixed-fee, cost reimbursable contract (N0001923C0001). This modification adds scope for the production and delivery of the following wea... Linked to USAspending event government_contract_NOC_N0001923C0001 and undashed contract N0001923C0001; candidate recipient NORTHROP GRUMMAN SYSTEMS CORPORATION, ticker NOC, current obligation snapshot $153.8M, program APR-39 D(V)2 RWR PRODUCTION PROCUREMENT.",0.88,0.84,Matched exact DoD contract identifier N0001923C0001 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2025/05/dod-contracts_4196159.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_GD_SPRRA224C0029,GD,"GENERAL DYNAMICS-OTS, INC.",SPRRA224C0029,SPRRA224C0029,2024-09-24,2024-09-24T17:00:00-04:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/3916067/contracts-for-sep-24-2024/,"Contracts For Sep. 24, 2024","Official DoD daily contract announcement excerpt: mum $191,191,996 firm-fixed-price, one-time-buy contract for Iron Fist Protection System B-kits. This was a sole-source acquisition using justification 10 U.S. Code 3204 (a)(1), as stated in Federal Acquisition Regulation 6.302-1. This is a three-year contract with no option periods. The delivery order completion date is July 31, 2027. Using customers are Army and federal civilian agencies. Type of appropriation is fiscal 2024 Ukraine payback funding. The contracting activity is the Defense Logistics Agency Aviation, Redstone Arsenal, Alabama (SPRRA2-24-C-0029). Sikorsky Aircraft Corp., Stratford, Connecticut, has been awarded a maximum $3... Linked to USAspending event government_contract_GD_SPRRA224C0029 and undashed contract SPRRA224C0029; candidate recipient GENERAL DYNAMICS-OTS, INC., ticker GD, current obligation snapshot $191.2M, program IRON FIST B-KIT OTB FOR A QTY OF 163.",0.88,0.84,Matched exact DoD contract identifier SPRRA2-24-C-0029 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2024/09/dod-contracts_3916067.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_RTX_FA880721C0002,RTX,RAYTHEON COMPANY,FA880721C0002,FA880721C0002,2021-04-29,2024-09-19T17:01:41-04:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/3911782/contracts-for-sep-19-2024/,"Contracts For Sep. 19, 2024","Official DoD daily contract announcement excerpt: , and one offer was received. Fiscal 2023 congressional funds for research and development in the amount of $4,430,000; and fiscal 2024 congressional funds for research and development in the amount of $3,600,000 will be obligated at the time of award. The Air Force Research Lab Space Technology Branch, Kirtland Air Force Base, New Mexico, is the contracting activity (FA9453-24-C-X040). Raytheon Intelligence and Space, Aurora, Colorado, has been awarded a $10,880,557 cost-plus-incentive-fee contract modification (P00049) to previously awarded (FA8807-21-C-0002) for Global Positioning System Next Generation Operational Control System Block... Linked to USAspending event government_contract_RTX_FA880721C0002 and undashed contract FA880721C0002; candidate recipient RAYTHEON COMPANY, ticker RTX, current obligation snapshot $250.9M, program NEXT GENERATION OPERATIONAL CONTROL SYSTEM BLOCK 3 FOLLOW-ON..",0.88,0.84,Matched exact DoD contract identifier FA8807-21-C-0002 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2024/09/dod-contracts_3911782.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_BA_W58RGZ22F0407,BA,THE BOEING COMPANY,W58RGZ22F0407,W58RGZ22F0407,2022-09-28,2024-11-26T17:00:42-05:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/3979543/contracts-for-nov-26-2024/,"Contracts For Nov. 26, 2024","Official DoD daily contract announcement excerpt: es, Saudi Arabia and Orlando, Florida, with an estimated completion date of Nov. 30, 2027. Fiscal 2025 missile procurement, Army funds and fiscal 2025 Foreign Military Sales (Bahrain, Kuwait, Poland, Qatar, Switzerland, Saudi Arabia and United Arab Emirates) funds in the amount of $129,693,000 were obligated at the time of the award. U.S. Army Contracting Command, Redstone Arsenal, Alabama, is the contracting activity (W31P4Q-25-C-0001). The Boeing Company, Ridley Park, Pennsylvania, was awarded a $113,144,453 modification (P00004) to contract W58RGZ-22-F-0407 to remanufacture Block 1 CH-47F aircraft into Block 2. Work locations and fundin... Linked to USAspending event government_contract_BA_W58RGZ22F0407 and undashed contract W58RGZ22F0407; candidate recipient THE BOEING COMPANY, ticker BA, current obligation snapshot $165.9M, program ADDING CONGRESSIONAL MANDATE FOR ORDERING PERIOD 3 ADVANCED PROCUREMENT FOR CH-47F.",0.88,0.84,Matched exact DoD contract identifier W58RGZ-22-F-0407 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2024/11/dod-contracts_3979543.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_KTOS_N6134025C0017,KTOS,"KRATOS TECHNOLOGY & TRAINING SOLUTIONS, INC.",N6134025C0017,N6134025C0017,2025-09-03,2025-09-08T17:00:00-04:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4297190/contracts-for-sep-8-2025/,"Contracts For Sep. 8, 2025","Official DoD daily contract announcement excerpt: upport of various air, ground, and weapons training systems and equipment. Work will be performed in Orlando, Florida (52%); Jeddah, Saudi Arabia (24%); and Jubail, Saudi Arabia (24%), and is expected to be completed July 2030. Foreign Military Sales customer funds in the amount of $22,542,537 will be obligated at the time of the award, none of which expire at the end of the current fiscal year. This contract was competed, one offer was received. Naval Air Warfare Center Training Systems Division, Orlando, Florida, is the contracting activity (N6134025C0017). (Awarded on Sept. 4, 2025) DEFENSE LOGISTICS AGENCY Simulation Technologies Inc.,... Linked to USAspending event government_contract_KTOS_N6134025C0017 and undashed contract N6134025C0017; candidate recipient KRATOS TECHNOLOGY & TRAINING SOLUTIONS, INC., ticker KTOS, current obligation snapshot $22.5M, program LOGISTICS, INSTRUCTIONAL, AND TECHNICAL REFRESH SUPPORT.",0.88,0.84,Matched exact DoD contract identifier N6134025C0017 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2025/09/dod-contracts_4297190.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_GD_N0003923C0002,GD,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",N0003923C0002,N0003923C0002,2023-04-20,2026-05-13T17:00:21-04:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4485064/contracts-for-may-13-2026/,"Contracts for May 13, 2026","Official DoD daily contract announcement excerpt: 2029. Fiscal 2026 shipbuilding and conversion (Navy) funds in the amount of $122,375,200 will be obligated at time of award and will not expire at the end of the current fiscal year. This contract action was not competitively procured in accordance with 10 U.S. Code 3204(a)(3) (industrial mobilization). Naval Sea Systems Command, Washington, D.C., is the contracting activity. General Dynamics Information Technology Inc., Falls Church, Virginia, is awarded a $39,198,688 modification (N00039) to a previously awarded cost-plus-fixed-fee contract (N0003923C0002). This modification provides for the ongoing sustainment of the Navy Standard Integ... Linked to USAspending event government_contract_GD_N0003923C0002 and undashed contract N0003923C0002; candidate recipient GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC., ticker GD, current obligation snapshot $121.4M, program NSIPS SUSTAINMENT AND INTEGRATION FOLLOW ON.",0.88,0.84,Matched exact DoD contract identifier N0003923C0002 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2026/05/dod-contracts_4485064.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_NOC_N0002424C6400,NOC,NORTHROP GRUMMAN SYSTEMS CORPORATION,N0002424C6400,N0002424C6400,2024-02-01,2025-12-16T17:00:12-05:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4361740/contracts-for-dec-16-2025/,"Contracts For Dec. 16, 2025","Official DoD daily contract announcement excerpt: operation and maintenance, (Navy) (O&M, N); fiscal 2026 O&M, (Marine Corps); fiscal 2026 Navy working capital funds; and fiscal 2026 family housing O&M, N contract funds in the amount of $24,759,541 will be obligated on individual task orders issued during the option period. The Naval Facilities Engineering Systems Command, Southeast, Jacksonville, Florida, is the contracting activity. Northrop Grumman Systems Corp., San Diego, California, is awarded a $25,303,971 cost-plus-fixed-fee and cost-only modification to a previously awarded contract (N00024-24-C-6400) to exercise options for Joint Counter Radio-Controlled Improvised Explosive Dev... Linked to USAspending event government_contract_NOC_N0002424C6400 and undashed contract N0002424C6400; candidate recipient NORTHROP GRUMMAN SYSTEMS CORPORATION, ticker NOC, current obligation snapshot $131.0M, program JCREW FULL RATE PRODUCTION FOLLOW-ON CONTRACT ENGINEERING SERVICES.",0.88,0.84,Matched exact DoD contract identifier N00024-24-C-6400 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2025/12/dod-contracts_4361740.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_RTX_N0002423C5410,RTX,RAYTHEON COMPANY,N0002423C5410,N0002423C5410,2023-09-29,2026-01-21T16:59:27-05:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4384469/contracts-for-jan-21-2026/,"Contracts for Jan. 21, 2026","Official DoD daily contract announcement excerpt: ach location is not known until award of individual orders and is expected to be completed in January 2031. No funds will be obligated at the time of award; funds will be obligated on individual orders as they are issued. These contracts were competitively procured as an unrestricted full and open competition; three proposals were received. The Naval Air Systems Command, Lakehurst, New Jersey, is the contracting activity. Raytheon Co., Tucson, Arizona, was awarded a $58,994,042 cost-plus-fixed-fee modification to a previously awarded contract (N00024-23-C-5410) to exercise options for Standard Missiles 2 and 6 (SM-2/6) engineering and tech... Linked to USAspending event government_contract_RTX_N0002423C5410 and undashed contract N0002423C5410; candidate recipient RAYTHEON COMPANY, ticker RTX, current obligation snapshot $200.2M, program ENGINEERING & TECHNICAL SUPPORT.",0.88,0.84,Matched exact DoD contract identifier N00024-23-C-5410 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2026/01/dod-contracts_4384469.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_BA_H9224126FE001,BA,THE BOEING COMPANY,H9224126FE001,H9224126FE001,2025-11-21,2026-02-25T17:01:07-05:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4414615/contracts-for-feb-25-2026/,"Contracts for Feb. 25, 2026","Official DoD daily contract announcement excerpt: k will be performed at Greenville, Texas, and is expected to be complete by Dec. 31, 2029. This award is the result of a sole source acquisition. Foreign Military Sales funds in the amount of $27,737,627 are being obligated at the time of award. The 645th Aeronautical Systems Group, Wright-Patterson Air Force Base, Ohio, is the contracting activity (FA8620-21-G-4027/FA8620-26-F-B055). U.S. SPECIAL OPERATIONS COMMAND The Boeing Co., Ridley Park, Pennsylvania, was awarded a $19,421,000 firm-fixed-price modification to an existing delivery order (H9224126FE001) for procurement of MH-47G rotary wing aircraft in support of U.S. Special Operatio... Linked to USAspending event government_contract_BA_H9224126FE001 and undashed contract H9224126FE001; candidate recipient THE BOEING COMPANY, ticker BA, current obligation snapshot $271.7M, program REQUIREMENT CONTAINED WITHIN SECTION J - LIST OF DOCUMENTS, EXHIBITS, AND OTHER ATTACHMENTS.",0.88,0.84,Matched exact DoD contract identifier H9224126FE001 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2026/02/dod-contracts_4414615.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_RTX_N0001922C0067,RTX,RAYTHEON COMPANY,N0001922C0067,N0001922C0067,2022-09-30,2025-05-19T17:00:06-04:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4190451/contracts-for-may-19-2025/,"Contracts For May. 19, 2025","Official DoD daily contract announcement excerpt: r issuance. This contract was competitively procured under a small business set-aside requirement via the System for Award Management (SAM.gov) website pursuant to Federal Acquisition Regulation Part 15 (Contracting by Negotiation) with three offers received. Naval Supply Systems Command Fleet Logistics Center Norfolk Pentagon Directorate, Philadelphia, Pennsylvania, is the contracting activity (N00189-25-D-Z016). Raytheon Co., Tucson, Arizona, is awarded a $13,277,990 cost-plus-fixed fee modification (P00024) to a previously awarded contract (N0001922C0067). This modification adds scope to provide for the continued development of proof of... Linked to USAspending event government_contract_RTX_N0001922C0067 and undashed contract N0001922C0067; candidate recipient RAYTHEON COMPANY, ticker RTX, current obligation snapshot $203.1M, program SIP IV HARDWARE ECP.",0.88,0.84,Matched exact DoD contract identifier N0001922C0067 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2025/05/dod-contracts_4190451.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_NOC_SPRTA124F0325,NOC,NORTHROP GRUMMAN SYSTEMS CORPORATION,SPRTA124F0325,SPRTA124F0325,2024-09-26,2024-09-26T17:00:00-04:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/3918594/contracts-for-sep-26-2024/,"Contracts For Sep. 26, 2024","Official DoD daily contract announcement excerpt: ypes of fuel. This was a competitive acquisition with sixteen responses received. These are 36-month base contracts with one six-month option period. Location of performance is Africa, with an Oct. 30, 2027, performance completion date. Using customer is Defense Department. Type of appropriation is fiscal 2024 through 2027 defense working capital funds. The contracting activity is the Defense Logistics Agency Energy, Fort Belvoir, Virginia. Northrop Grumman Systems Corp., Oklahoma City, Oklahoma, has been awarded a $134,103,346 delivery order (SPRTA1-24-F-0325) and modification (P00009) to a four-year subsumable base contract (SPRTA1-19-D-... Linked to USAspending event government_contract_NOC_SPRTA124F0325 and undashed contract SPRTA124F0325; candidate recipient NORTHROP GRUMMAN SYSTEMS CORPORATION, ticker NOC, current obligation snapshot $134.1M, program B-2 TAILPIPES PHASE II.",0.88,0.84,Matched exact DoD contract identifier SPRTA1-24-F-0325 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2024/09/dod-contracts_3918594.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_RTX_W31P4Q24C0005,RTX,RAYTHEON SOUTHEAST ASIA SYSTEMS COMPANY,W31P4Q24C0005,W31P4Q24C0005,2023-12-01,2025-11-20T17:02:18-05:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4339288/contracts-for-nov-20-2025/,"Contracts For Nov. 20, 2025","Official DoD daily contract announcement excerpt: ockwell Collins Inc., Cedar Rapids, Iowa, was awarded a $100,000,000 firm-fixed-price contract for a family of radios, ancillary, and spare items. Bids were solicited via the internet with one received. Work locations and funding will be determined with each order, with an estimated completion date of Dec. 31, 2030. Army Contracting Command, Aberdeen Proving Ground, Maryland, is the contracting activity (W91CRB-26-D-5000). Raytheon Southeast Asia Systems Co., Tewksbury, Massachusetts, was awarded a $57,700,859 modification (P00007) to contract W31P4Q-24-C-0005 for Phased Array Tracking Radar to Intercept of Target depot operations, technic... Linked to USAspending event government_contract_RTX_W31P4Q24C0005 and undashed contract W31P4Q24C0005; candidate recipient RAYTHEON SOUTHEAST ASIA SYSTEMS COMPANY, ticker RTX, current obligation snapshot $200.1M, program QATAR TANET AND DEPOT OPS.",0.88,0.84,Matched exact DoD contract identifier W31P4Q-24-C-0005 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2025/11/dod-contracts_4339288.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_NOC_W519TC24F0508,NOC,NORTHROP GRUMMAN SYSTEMS CORPORATION,W519TC24F0508,W519TC24F0508,2024-09-27,2024-09-27T17:00:39-04:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/3919852/contracts-for-sep-27-2024/,"Contracts For Sep. 27, 2024","Official DoD daily contract announcement excerpt: 0 were obligated at the time of the award. Army Contracting Command, Rock Island, Illinois, is the contracting activity (W519TC-24-C-0031). Northrop Grumman Systems Corp., Radford, Virginia, was awarded a $135,998,210 firm-fixed-price contract for special ammunition and weapons systems requirements. Bids were solicited via the internet with two received. Work locations and funding will be determined with each order, with an estimated completion date of Nov. 17, 2025. Army Contracting Command, Rock Island, Illinois, is the contracting activity (W519TC-24-F-0508). Systems Innovation Engineering, Mullica Hill, New Jersey, was awarded a $117,4... Linked to USAspending event government_contract_NOC_W519TC24F0508 and undashed contract W519TC24F0508; candidate recipient NORTHROP GRUMMAN SYSTEMS CORPORATION, ticker NOC, current obligation snapshot $133.4M, program SPEECIAL AMMUNINTION AND WEAPONS SYSTEMS REQUIREMENTS.",0.88,0.84,Matched exact DoD contract identifier W519TC-24-F-0508 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2024/09/dod-contracts_3919852.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_NOC_N0001921F0889,NOC,NORTHROP GRUMMAN SYSTEMS CORPORATION,N0001921F0889,N0001921F0889,2021-05-14,2025-04-02T17:00:06-04:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4143747/contracts-for-apr-2-2025/,"Contracts For Apr. 2, 2025","Official DoD daily contract announcement excerpt: ed on this award for the minimum guarantee and will expire at the end of the current fiscal year. This contract was advertised on an unrestricted basis to allow maximum competition via the Procurement Integrated Enterprise Environment Solicitation Module and www.sam.gov website, with one proposal received. NAVFAC Atlantic, Norfolk, Virginia, is the contracting activity (N62470-25-D-4006). Northrop Grumman Systems Corp., Military Aircraft Systems, Melbourne, Florida, is awarded a $24,115,758 modification (P00044) to a cost-plus-fixed-fee order (N0001921F0889) against a previously issued basic ordering agreement (N0001920G0005). This modific... Linked to USAspending event government_contract_NOC_N0001921F0889 and undashed contract N0001921F0889; candidate recipient NORTHROP GRUMMAN SYSTEMS CORPORATION, ticker NOC, current obligation snapshot $94.3M, program JAPAN E-2C/E-2D CY21 ISS & TECH SUPPORT.",0.88,0.84,Matched exact DoD contract identifier N0001921F0889 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2025/04/dod-contracts_4143747.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_LHX_FA862023F4867,LHX,L3HARRIS TECHNOLOGIES INTEGRATED SYSTEMS L.P.,FA862023F4867,FA862023F4867,2022-11-25,2025-11-12T16:01:00-05:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4330640/contracts-for-nov-12-2025/,"Contracts For Nov. 12, 2025","Official DoD daily contract announcement excerpt: location of performance is Keesler AFB, MS. The work has a period of performance of Oct. 1, 2025 - Dec. 31, 2030. This award is the result of a sole source acquisition. Fiscal 2026 operations and maintenance funds in the amount of $2,180,962 are being obligated at the time of award. The 81st Contracting Squadron, Keesler AFB, Mississippi, is the contracting activity. (FA301026C0002) (Awarded Oct. 1, 2025) L3Harris Technologies Integrated Systems L.P., Greenville, Texas, has been awarded a $26,012,560 modification (P00001) to previously awarded FA8620-23-F-4867 for follow-on SIL, ground, and training system development support, and ground s... Linked to USAspending event government_contract_LHX_FA862023F4867 and undashed contract FA862023F4867; candidate recipient L3HARRIS TECHNOLOGIES INTEGRATED SYSTEMS L.P., ticker LHX, current obligation snapshot $68.8M, program BIG SAFARI.",0.88,0.84,Matched exact DoD contract identifier FA8620-23-F-4867 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2025/11/dod-contracts_4330640.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_GD_N0002425C4400,GD,METRO MACHINE CORP.,N0002425C4400,N0002425C4400,2025-04-18,2025-04-18T17:00:00-04:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4160470/contracts-for-apr-18-2025/,"Contracts For Apr. 18, 2025","Official DoD daily contract announcement excerpt: and is expected to be completed by April 2027. Fiscal 2025 other procurement (Navy) funds in the amount of $126,320,130 (99.3%); and fiscal 2025 operations and maintenance (Navy) funds in the amount of $927,189 (0.7%), will be obligated at the time of award, of which $927,189 will expire at the end of the current fiscal year. This contract was competitively procured using full and open competition via the System for Award Management website, with two offers received. The Naval Sea Systems Command, Washington, D.C., is the contracting activity (N0002425C4400). L3 Technologies Inc., Camden, New Jersey, is awarded a $28,850,598 firm-fixed-pri... Linked to USAspending event government_contract_GD_N0002425C4400 and undashed contract N0002425C4400; candidate recipient METRO MACHINE CORP., ticker GD, current obligation snapshot $128.3M, program USS OAK HILL (LSD 51) FY25 DOCKING SELECTED RESTRICTED AVAILABILITY (DSRA).",0.88,0.84,Matched exact DoD contract identifier N0002425C4400 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2025/04/dod-contracts_4160470.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_GD_N0002425C6401,GD,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",N0002425C6401,N0002425C6401,2024-12-20,2024-12-23T17:00:31-05:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4016173/contracts-for-dec-23-2024/,"Contracts For Dec. 23, 2024","Official DoD daily contract announcement excerpt: ent (Navy) funds in the amount of $26,472,850 (23%); fiscal 2025 weapons procurement (Navy) funds in the amount of $23,608,644 (21%); and FMS funds in the amount of $3,675,570 (3%) will be obligated at time of award, of which $26,472,850 will expire at the end of the current fiscal year. This contract was not competitively procured in accordance with 10 U.S. Code 3204(a)(5) (a statute expressly authorizes or requires that the procurement be made from a specified source). Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-25-C-6401). (Awarded Dec. 20, 2024) Sparton De Leon Springs LLC, De Leon Springs, Florida,... Linked to USAspending event government_contract_GD_N0002425C6401 and undashed contract N0002425C6401; candidate recipient GENERAL DYNAMICS MISSION SYSTEMS, INC., ticker GD, current obligation snapshot $114.8M, program MK 54 MOD 1 LWT SONAR ASSEMBLY KITS.",0.88,0.84,Matched exact DoD contract identifier N00024-25-C-6401 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2024/12/dod-contracts_4016173.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
